Sample;Estimated;True;Error;Samples_Used
300;[21.017 22.067  0.   ];[21.552 22.035  0.   ];0.5359561549231431;[2134]
301;[ 10.261 123.06    0.   ];[ 10.228 122.59    0.   ];0.4711570863310865;[1036]
302;[ 58.68 130.09   0.  ];[ 54.011 129.95    0.   ];4.671098478944752;[770]
303;[ 42.701 106.72   11.1  ];[ 41.107 105.76   11.1  ];1.860762209418493;[2704]
304;[ 47.837 136.      7.4  ];[ 49.241 145.51    7.4  ];9.6130804636183;[2599]
305;[ 42.266 125.32    0.   ];[ 41.185 125.79    0.   ];1.17875400317454;[1061]
306;[ 25.194 119.12    3.7  ];[ 23.199 122.57    3.7  ];3.9852885717347886;[216]
307;[ 8.1225 91.667   0.    ];[ 8.0557 90.957   0.    ];0.7131354990462972;[2805]
308;[34.4   77.729  0.   ];[36.327 80.79   0.   ];3.6170499028904812;[1492]
309;[ 48.996 141.59    0.   ];[ 48.483 141.82    0.   ];0.5622001422980971;[1916]
310;[ 40.862 111.24    7.4  ];[39.893 97.022  7.4  ];14.250981895995787;[1817]
311;[ 42.144 110.22    7.4  ];[ 41.598 108.9     7.4  ];1.4284663104182684;[357]
312;[ 28.425 141.8     0.   ];[ 21.382 142.65    0.   ];7.09410663861208;[2532]
313;[20.882 90.867  0.   ];[24.214 95.945  0.   ];6.07357456527866;[1199]
314;[52.53  77.067  3.7  ];[52.085 77.254  3.7  ];0.4826945203749517;[1531]
315;[ 41.564 123.91    0.   ];[ 39.502 120.61    0.   ];3.8912522406032704;[703]
316;[25.674 89.41   0.   ];[25.295 85.25   0.   ];4.1772288661264385;[2875]
317;[ 51.381 130.22    0.   ];[ 53.654 132.77    0.   ];3.4159960480070923;[1886]
318;[56.353 74.763  7.4  ];[59.016 73.664  7.4  ];2.8808627180065334;[1823]
319;[ 27.612 111.89    0.   ];[ 28.882 117.25    0.   ];5.508402672281684;[2572]
320;[ 61.265 131.53    0.   ];[ 61.967 131.21    0.   ];0.7714946532543133;[1093]
321;[ 23.099 102.03    0.   ];[ 24.035 101.91    0.   ];0.9436609560642005;[1089]
322;[ 4.8916 54.035   0.    ];[ 4.8359 53.32    0.    ];0.7171662917343472;[2922]
323;[49.778 85.351  0.   ];[68.343 76.966  0.   ];20.37074986346846;[2509]
324;[ 42.499 130.25    0.   ];[ 41.909 130.49    0.   ];0.6369458375717737;[2023]
325;[ 24.492 109.11    3.7  ];[ 24.436 108.55    3.7  ];0.5627930347827722;[1675]
326;[48.597 79.02   0.   ];[42.702 81.559  0.   ];6.418531451975603;[1516]
327;[23.078 78.513  3.7  ];[23.557 78.475  3.7  ];0.480504942742528;[2755]
328;[ 42.466 137.99    0.   ];[ 48.338 136.92    0.   ];5.968691984011241;[1041]
329;[ 55.281 137.34    0.   ];[ 54.947 137.49    0.   ];0.36613658653567943;[2973]
330;[ 66.18 134.15   7.4 ];[ 65.322 134.52    7.4  ];0.9343789381187968;[1071]
331;[ 18.807 148.41    0.   ];[ 18.674 148.12    0.   ];0.31904388412880624;[570]
332;[ 43.013 110.94   11.1  ];[ 42.957 110.38   11.1  ];0.5627930347827719;[253]
333;[ 43.414 117.44    7.4  ];[ 43.514 117.7     7.4  ];0.2785677655436877;[2122]
334;[40.996 89.08  11.1  ];[41.319 95.022 11.1  ];5.950772470864609;[3102]
335;[19.278 26.137  0.   ];[19.735 27.545  0.   ];1.4803084138111233;[12]
336;[ 25.194 119.12    3.7  ];[ 25.038 113.39    3.7  ];5.732123166855371;[216]
337;[ 70.371 105.7     0.   ];[ 70.259 105.43    0.   ];0.29230805667992915;[449]
338;[36.93  58.142 11.1  ];[39.481 63.353 11.1  ];5.801906755541664;[2488]
339;[27.658 74.971  0.   ];[26.978 85.207  0.   ];10.258562082475292;[2516]
340;[ 49.587 119.91    0.   ];[ 48.217 117.57    0.   ];2.711549372591255;[1616]
341;[52.977   5.0674  0.    ];[52.03    5.4888  0.    ];1.0365263913668536;[1077]
342;[ 44.505 127.52    7.4  ];[ 44.361 127.14    7.4  ];0.4063692901782788;[1135]
343;[48.831  6.929  0.   ];[47.416   7.5584  0.    ];1.5486669622614209;[2438]
344;[15.834 85.479  0.   ];[16.436 85.431  0.   ];0.6039105894087308;[351]
345;[ 2.3958 24.868   0.    ];[ 2.8639 21.886   0.    ];3.0185164584610096;[201]
346;[ 39.167 144.5     0.   ];[ 38.966 144.06    0.   ];0.4837364985195951;[2257]
347;[42.211 93.683 11.1  ];[41.955 93.198 11.1  ];0.5484168122878924;[1150]
348;[ 61.935 106.03    3.7  ];[ 57.99 107.72   3.7 ];4.291750808236657;[948]
349;[ 39.313 109.92    7.4  ];[ 39.28 109.44   7.4 ];0.48113303773489086;[2620]
350;[ 32.214 137.94    0.   ];[ 32.002 142.42    0.   ];4.48501326642407;[2953]
351;[ 16.736 120.85    3.7  ];[ 17.594 120.92    3.7  ];0.8608507419988682;[1580]
352;[ 9.9055 91.224   0.    ];[ 9.5936 87.426   0.    ];3.8107854321648724;[2792]
353;[ 40.816 150.19    3.7  ];[ 40.448 149.29    3.7  ];0.9723291623725022;[695]
354;[24.024 97.748  3.7  ];[24.526 93.896  3.7  ];3.8845730782159356;[2333]
355;[ 25.606 131.24    0.   ];[ 25.884 132.84    0.   ];1.6239716746298198;[494]
356;[ 51.893 140.32    0.   ];[ 51.693 139.11    0.   ];1.2264175471673389;[690]
357;[ 25.138 116.34    3.7  ];[ 25.038 115.24    3.7  ];1.1045361017187347;[2546]
358;[ 20.513 141.65    0.   ];[ 20.201 141.78    0.   ];0.3379999999999993;[2838]
359;[ 46.242 162.87    0.   ];[ 46.008 162.34    0.   ];0.5793582656698691;[2950]
360;[ 29.339 112.64    0.   ];[30.532 95.347  0.   ];17.334102168846247;[2544]
361;[33.598 36.267  3.7  ];[34.813 33.989  3.7  ];2.5817647065524842;[400]
362;[ 17.828 122.49    3.7  ];[ 17.783 121.5     3.7  ];0.9910221995495306;[2926]
363;[ 48.429 109.6    11.1  ];[ 47.303 110.07   11.1  ];1.2201540886297966;[2240]
364;[34.623 31.887  0.   ];[34.679 32.474  0.   ];0.5896651592217367;[3014]
365;[ 22.764 142.6     0.   ];[ 22.875 142.85    0.   ];0.2735342757315802;[2042]
366;[19.367 35.707  0.   ];[19.535 36.72   0.   ];1.026836403717747;[2702]
367;[13.74  55.992  3.7  ];[13.84  56.776  3.7  ];0.7903518203939366;[97]
368;[ 18.986 142.86    0.   ];[ 19.721 144.5     0.   ];1.797171388599305;[1960]
369;[ 51.014 108.51   11.1  ];[ 54.903 106.86   11.1  ];4.224549798499242;[385]
370;[ 7.4318 83.596   0.    ];[ 7.2536 81.623   0.    ];1.9810311052580665;[335]
371;[ 58.68 130.09   0.  ];[ 59.115 129.91    0.   ];0.4707706447942612;[770]
372;[ 37.318 133.16    3.7  ];[ 36.214 130.6     3.7  ];2.7879053068567465;[1925]
373;[25.998 60.121  0.   ];[24.56  59.657  0.   ];1.5110062872139256;[3094]
374;[ 56.752 130.88    0.   ];[ 56.306 131.06    0.   ];0.48095322017843584;[1967]
375;[ 58.937 104.57    7.4  ];[ 57.5  106.17   7.4 ];2.1505741093949817;[365]
376;[61.646 72.075 11.1  ];[49.644 77.243 11.1  ];13.067372650996067;[1242]
377;[26.611 58.451  3.7  ];[26.02 57.    3.7 ];1.5667424804351233;[659]
378;[24.537 93.768  3.7  ];[24.492 94.099  3.7  ];0.3340449071607018;[1569]
379;[37.075 39.92   3.7  ];[36.217 50.509  3.7  ];10.623703920949604;[506]
380;[ 3.432 36.976  0.   ];[ 3.3763 36.288   0.    ];0.6902510340448634;[1117]
381;[46.19  80.977  3.7  ];[46.646 80.78   3.7  ];0.4967343354349525;[220]
382;[36.93  58.142 11.1  ];[38.969 61.956 11.1  ];4.324825661226127;[2488]
383;[ 44.74 125.14  11.1 ];[ 44.55 124.7   11.1 ];0.4792702786528702;[2951]
384;[13.094 22.585  0.   ];[11.89  22.665  0.   ];1.2066548802370944;[1585]
385;[ 25.673 113.63    3.7  ];[ 25.818 113.69    3.7  ];0.1569235482647559;[2482]
386;[ 13.738 116.14    0.   ];[ 11.443 113.78    0.   ];3.291902945106371;[1702]
387;[42.468 80.332 11.1  ];[42.958 80.87  11.1  ];0.7276977394495648;[1477]
388;[ 40.527 133.43    0.   ];[ 40.794 133.3     0.   ];0.29696632805757056;[2050]
389;[49.476 96.819  0.   ];[48.318 94.131  0.   ];2.926825584144025;[1358]
390;[ 17.995 120.49    3.7  ];[ 16.658 121.43    3.7  ];1.634371132882621;[1749]
391;[24.103 79.793  3.7  ];[23.847 79.814  3.7  ];0.25685988398346593;[882]
392;[39.08  86.706  0.   ];[39.158 87.677  0.   ];0.9741278150222421;[1730]
393;[24.804 99.38   3.7  ];[24.816 99.46   3.7  ];0.08089499366462512;[986]
394;[ 56.407 134.6     0.   ];[ 56.039 134.76    0.   ];0.40127795852749654;[360]
395;[67.374 74.582  0.   ];[67.251 74.272  0.   ];0.33351011978647704;[2655]
396;[48.975 95.662  0.   ];[46.702 90.339  0.   ];5.787992570831453;[1031]
397;[ 71.006 107.18    0.   ];[ 67.83 108.8    0.  ];3.5653016702657827;[2678]
398;[39.57  92.808  0.   ];[39.626 93.486  0.   ];0.6803087534347886;[284]
399;[42.056 41.969  0.   ];[42.635 41.734  0.   ];0.6248727870534934;[87]
400;[20.191 96.286  0.   ];[21.105 96.206  0.   ];0.917494414151935;[281]
401;[ 40.561 120.78    7.4  ];[ 40.717 121.15    7.4  ];0.4015420276882645;[1362]
402;[ 24.693 111.33    3.7  ];[ 24.737 111.91    3.7  ];0.5816665711556731;[2349]
403;[38.902 64.473  7.4  ];[39.114 68.853  7.4  ];4.385127592214388;[2320]
404;[ 21.304 137.01    0.   ];[ 20.914 136.15    0.   ];0.9442986815621275;[2338]
405;[ 28.705 102.41    3.7  ];[ 28.794 102.91    3.7  ];0.5078592324650605;[1634]
406;[ 60.229 136.06   11.1  ];[ 60.641 135.89   11.1  ];0.44569496295112493;[870]
407;[51.773 77.041 11.1  ];[51.383 77.206 11.1  ];0.4234678264047961;[188]
408;[38.902 64.473  7.4  ];[38.601 63.764  7.4  ];0.7702480120065196;[2320]
409;[ 61.221 132.58    0.   ];[ 67.127 128.81    0.   ];7.006692229575955;[2592]
410;[43.616 72.117  7.4  ];[43.17  72.304  7.4  ];0.48361658366933336;[2554]
411;[ 44.305 112.46    0.   ];[ 44.662 112.31    0.   ];0.3872324883064397;[1363]
412;[27.658 74.971  0.   ];[27.68  75.179  0.   ];0.20916022566443954;[2516]
413;[20.058 78.902  3.7  ];[20.102 79.404  3.7  ];0.50392459753419;[1212]
414;[21.64  85.826  0.   ];[21.662 86.183  0.   ];0.35767722879715114;[1923]
415;[ 8.7464 99.001   0.    ];[ 8.8021 99.668   0.    ];0.6693216640749066;[466]
416;[26.822 83.847  0.   ];[26.777 83.367  0.   ];0.48210476039963557;[70]
417;[ 42.198 145.8     3.7  ];[ 42.833 147.73    3.7  ];2.0317787773278653;[2627]
418;[ 21.293 131.8     0.   ];[ 21.616 131.74    0.   ];0.32852549368351996;[1727]
419;[ 41.765 111.72    7.4  ];[ 42.6  111.37   7.4 ];0.9053866577324836;[1220]
420;[20.191 96.286  0.   ];[19.221 96.371  0.   ];0.9737171047075207;[281]
421;[ 32.225 120.36    3.7  ];[ 32.76 120.33   3.7 ];0.5358404613315388;[2456]
422;[36.339 23.123  0.   ];[39.214 25.262  0.   ];3.58342657243036;[610]
423;[ 31.389 127.65    3.7  ];[ 32.036 129.2     3.7  ];1.6796157298620271;[1554]
424;[38.578 90.232  3.7  ];[38.489 89.282  3.7  ];0.9541598398591331;[2245]
425;[34.077 41.878  3.7  ];[34.188 43.094  3.7  ];1.221055690785643;[731]
426;[30.589 15.106  0.   ];[31.514 14.695  0.   ];1.0121985971142229;[566]
427;[38.891 58.59  11.1  ];[38.835 61.582 11.1  ];2.9925240182828916;[2466]
428;[ 23.21 119.85   3.7 ];[ 23.199 119.65    3.7  ];0.20030227157971883;[1219]
429;[ 47.19 145.28   0.  ];[ 46.488 145.58    0.   ];0.7634160071677855;[101]
430;[ 8.2901 71.584   0.    ];[ 8.2456 70.986   0.    ];0.5996534415810509;[775]
431;[ 7.5432 84.972   0.    ];[ 7.5989 85.65    0.    ];0.6802841244656644;[2933]
432;[ 47.648 135.57    0.   ];[ 47.358 135.71    0.   ];0.32202484376210444;[603]
433;[37.03  62.937  3.7  ];[38.055 69.077  3.7  ];6.224967871403033;[2377]
434;[ 33.317 120.29    3.7  ];[ 33.875 120.26    3.7  ];0.5588058696900023;[1458]
435;[ 39.534 150.18    3.7  ];[ 41.395 151.56    3.7  ];2.316834262522894;[582]
436;[ 29.005 104.02    3.7  ];[ 29.106 104.58    3.7  ];0.5690351482992971;[294]
437;[43.392 81.265  0.   ];[43.058 81.409  0.   ];0.3637196722752341;[2693]
438;[38.122 71.242  7.4  ];[38.088 70.688  7.4  ];0.5550423407272658;[1337]
439;[ 47.67 141.42   7.4 ];[ 51.002 139.57    7.4  ];3.811131590485952;[1875]
440;[36.93  58.142 11.1  ];[39.582 63.615 11.1  ];6.081680113258177;[2488]
441;[ 48.895 143.27   11.1  ];[ 46.399 144.35   11.1  ];2.719635269663926;[2019]
442;[ 16.736 120.85    3.7  ];[ 20.892 120.17    3.7  ];4.211262993449824;[1580]
443;[38.656 78.988  7.4  ];[38.734 80.182  7.4  ];1.196545026315352;[3011]
444;[22.778 25.54   0.   ];[23.279 25.513  0.   ];0.5017270174108637;[2491]
445;[23.156 72.827  0.   ];[23.145 72.629  0.   ];0.19830532015051267;[1769]
446;[ 47.67 141.42   7.4 ];[ 47.581 141.22    7.4  ];0.21890865674978505;[1875]
447;[41.644 29.594  0.   ];[42.435 24.553  0.   ];5.102681843893465;[1919]
448;[31.982 17.64   3.7  ];[33.509 18.781  3.7  ];1.906203032208269;[2299]
449;[ 51.793 140.32   11.1  ];[ 52.629 139.3    11.1  ];1.3188237183186995;[2897]
450;[ 62.993 131.84    0.   ];[ 68.264 128.29    0.   ];6.354993391027249;[2335]
451;[20.047 39.936  0.   ];[20.95  39.835  0.   ];0.9086308381295439;[648]
452;[ 28.793 110.19    0.   ];[ 29.406 110.02    0.   ];0.6361359917501918;[2829]
453;[ 29.618 102.49    0.   ];[ 31.401 106.34    0.   ];4.242827948432516;[2386]
454;[20.371 18.968  0.   ];[19.68  19.027  0.   ];0.6935142392193535;[65]
455;[29.72  18.381  0.   ];[29.765 18.536  0.   ];0.16140012391569128;[184]
456;[53.601 51.496  0.   ];[54.514 51.09   0.   ];0.9992021817430174;[535]
457;[ 41.051 121.98    7.4  ];[ 40.884 121.56    7.4  ];0.451983406775074;[2365]
458;[ 39.167 144.5     0.   ];[ 38.755 143.58    0.   ];1.0080396817585984;[2257]
459;[24.683 17.032  0.   ];[23.847 17.085  0.   ];0.837678339220967;[576]
460;[ 42.578 106.45   11.1  ];[ 42.467 106.19   11.1  ];0.2827030243913276;[100]
461;[38.111 57.619 11.1  ];[38.512 61.977 11.1  ];4.376410058484006;[2582]
462;[35.671 29.61   0.   ];[35.905 30.116  0.   ];0.5574872195844502;[2041]
463;[39.883 64.457 11.1  ];[40.072 64.975 11.1  ];0.5514027566126241;[1322]
464;[ 41.741 143.13    3.7  ];[ 41.953 143.3     3.7  ];0.2717425251961989;[2203]
465;[ 48.784 144.77   11.1  ];[ 48.438 144.93   11.1  ];0.3812033578026255;[2890]
466;[ 52.517 143.02   11.1  ];[ 49.999 134.36   11.1  ];9.018643135195003;[2948]
467;[42.111 86.386 11.1  ];[39.381 86.093 11.1  ];2.745678240435317;[1275]
468;[ 3.1201 33.221   0.    ];[ 3.7552 40.625   0.    ];7.43118886921871;[165]
469;[36.83  39.243  3.7  ];[36.272 51.197  3.7  ];11.967016336581144;[885]
470;[46.123 72.176  0.   ];[45.566 70.458  0.   ];1.80603792872686;[2736]
471;[ 25.493 148.92    0.   ];[ 25.382 148.67    0.   ];0.2735342757315788;[2987]
472;[17.841 57.902  0.   ];[17.796 57.518  0.   ];0.3866277279244214;[465]
473;[ 51.893 140.32    0.   ];[ 50.991 140.72    0.   ];0.9867137376159341;[690]
474;[ 30.331 132.08    0.   ];[ 30.888 131.84    0.   ];0.6065055646900586;[944]
475;[22.922 77.313  3.7  ];[22.565 73.019  3.7  ];4.308814802239703;[2346]
476;[22.51  57.966  0.   ];[21.941 58.014  0.   ];0.5710210153750939;[2428]
477;[ 63.684 104.13    0.   ];[ 65.69 102.51   0.  ];2.5784561272203117;[2633]
478;[42.657 98.201 11.1  ];[43.247 99.631 11.1  ];1.5469324484281866;[1207]
479;[39.091 68.298 11.1  ];[39.047 67.85  11.1  ];0.45015552867870795;[1921]
480;[43.828 37.888  0.   ];[42.011 35.616  0.   ];2.9092048741881333;[1341]
481;[34.768 23.481  3.7  ];[34.98  23.902  3.7  ];0.4713650390090443;[1871]
482;[64.688 71.424 11.1  ];[62.315 71.781 11.1  ];2.3997037317135677;[1806]
483;[25.184 68.319  0.   ];[25.151 67.807  0.   ];0.5130623743756704;[1934]
484;[44.117 79.708  0.   ];[38.679 81.841  0.   ];5.841363967430889;[156]
485;[24.715 97.428  3.7  ];[24.827 99.892  3.7  ];2.466544141101066;[2310]
486;[ 28.248 102.33    3.7  ];[ 28.003 102.35    3.7  ];0.24581497106563777;[149]
487;[ 21.862 121.23    3.7  ];[ 22.341 121.27    3.7  ];0.4806672445673847;[1495]
488;[ 27.278 114.99    0.   ];[ 27.512 114.95    0.   ];0.2373941869549467;[2872]
489;[ 16.301 132.72    0.   ];[ 20.245 134.64    0.   ];4.3865175253268935;[2569]
490;[ 39.423 146.84    3.7  ];[ 40.248 148.82    3.7  ];2.144999999999989;[1677]
491;[ 30.977 137.16    0.   ];[ 30.653 137.3     0.   ];0.3529532546952998;[2392]
492;[41.442 83.041  3.7  ];[41.888 82.849  3.7  ];0.4855718278483581;[1072]
493;[ 67.25 127.26   0.  ];[ 67.495 127.14    0.   ];0.2728094573140809;[2150]
494;[16.904 62.884  3.7  ];[16.949 63.289  3.7  ];0.40749233121618506;[2788]
495;[ 34.498 139.      3.7  ];[ 34.309 138.57    3.7  ];0.4697030977117416;[1773]
496;[27.87  67.605  0.   ];[27.847 67.316  0.   ];0.28991378028648596;[2754]
497;[ 43.815 103.8     7.4  ];[ 42.021 101.42    7.4  ];2.9804086968065246;[1711]
498;[19.266 85.191  0.   ];[21.996 96.131  0.   ];11.275482251327434;[2034]
499;[ 42.755 143.92    3.7  ];[ 43.123 144.21    3.7  ];0.46853388351325054;[2714]
500;[20.827 67.861  3.7  ];[20.771 67.3    3.7  ];0.5637880807537599;[223]
501;[39.325 70.448  7.4  ];[39.292 70.144  7.4  ];0.305785872793353;[875]
502;[ 29.25 122.86   0.  ];[ 30.855 121.16    0.   ];2.337953164629268;[525]
503;[ 56.508 105.58    7.4  ];[ 56.72 106.49   7.4 ];0.9343682357614648;[483]
504;[ 53.889 107.54    0.   ];[ 53.009 108.71    0.   ];1.4640013661195728;[268]
505;[41.532 24.948  0.   ];[65.859 45.713  0.   ];31.9841859987088;[556]
506;[ 34.565 126.77    3.7  ];[ 34.42 126.44   3.7 ];0.36045110625436805;[2628]
507;[ 8.2901 71.584   0.    ];[ 8.3458 72.187   0.    ];0.6055670813378096;[775]
508;[42.111 86.386 11.1  ];[39.325 85.506 11.1  ];2.92167691574547;[1275]
509;[35.938 15.933  0.   ];[37.409 15.277  0.   ];1.6106449018948872;[1799]
510;[ 45.141 127.53    0.   ];[ 45.575 127.34    0.   ];0.47376787565220496;[1479]
511;[22.499 23.219  0.   ];[21.541 23.294  0.   ];0.9609313190858111;[2727]
512;[ 28.57 139.59   0.  ];[ 28.124 139.8     0.   ];0.4929665303040407;[197]
513;[34.445 46.124  3.7  ];[34.5   46.711  3.7  ];0.5895710304958983;[2835]
514;[ 70.371 105.7     0.   ];[ 72.365 103.15    0.   ];3.2370566877952545;[449]
515;[ 45.286 126.42   11.1  ];[ 46.222 128.63   11.1  ];2.4000408329859666;[1433]
516;[ 29.394 151.18    0.   ];[ 29.828 151.01    0.   ];0.4661072837877631;[2563]
517;[ 17.315 121.36    3.7  ];[ 17.393 120.57    3.7  ];0.7938412939624706;[3023]
518;[ 31.278 128.64    0.   ];[ 30.308 129.11    0.   ];1.0778682665335424;[81]
519;[ 58.624 137.79    0.   ];[ 58.958 137.64    0.   ];0.36613658653567943;[2138]
520;[35.938 15.933  0.   ];[36.284 23.027  0.   ];7.102432822631976;[1799]
521;[27.178 87.378  0.   ];[27.134 86.855  0.   ];0.5248475969269517;[423]
522;[ 23.389 102.59    3.7  ];[ 23.356 102.8     3.7  ];0.21257704485667595;[2559]
523;[32.372 22.041  3.7  ];[32.406 22.531  3.7  ];0.4911781754109179;[696]
524;[24.815 99.62   3.7  ];[24.827 99.716  3.7  ];0.09674709297957217;[1821]
525;[61.646 72.075 11.1  ];[64.008 71.056 11.1  ];2.5724317289288723;[1242]
526;[ 38.097 145.44    0.   ];[ 38.354 142.7     0.   ];2.7520263443506585;[314]
527;[ 44.182 129.58    0.   ];[ 43.614 129.81    0.   ];0.6128001305482897;[2903]
528;[ 23.5  101.68   3.7 ];[ 23.478 101.91    3.7  ];0.23104977818642292;[749]
529;[ 32.56 120.22   0.  ];[ 32.292 119.63    0.   ];0.6480154319150158;[2170]
530;[20.882 90.867  0.   ];[20.447 90.915  0.   ];0.4376402632299754;[1199]
531;[23.892 53.811  0.   ];[24.259 53.779  0.   ];0.36839245377721896;[244]
532;[ 50.323 100.24    0.   ];[ 52.987 100.84    0.   ];2.730731770057253;[2109]
533;[37.911 21.923  0.   ];[42.379 16.984  0.   ];6.660085960406212;[2750]
534;[ 48.249 144.84    0.   ];[ 46.132 145.73    0.   ];2.2964731655301343;[205]
535;[38.122 71.242  7.4  ];[38.021 69.637  7.4  ];1.608174741749171;[1337]
536;[24.392 94.872  3.7  ];[24.281 93.555  3.7  ];1.321669398904273;[1233]
537;[ 70.113 132.69    0.   ];[ 67.773 133.73    0.   ];2.560703028466987;[2214]
538;[25.998 60.121  0.   ];[24.594 60.137  0.   ];1.4040911651313812;[3094]
539;[  9.983 109.79    0.   ];[  9.5148 113.95     0.    ];4.186264592688805;[635]
540;[ 42.088 115.54    3.7  ];[ 41.854 113.12    3.7  ];2.4312869020335732;[725]
541;[14.831 96.745  0.   ];[14.352 96.787  0.   ];0.48083781049330904;[1505]
542;[34.144 40.262  0.   ];[41.131 38.416  0.   ];7.226747885459963;[1029]
543;[  9.2363 110.49     0.    ];[  9.1918 110.04     0.    ];0.4521949247835381;[1306]
544;[37.531 83.431  7.4  ];[37.486 82.849  7.4  ];0.5837370983584929;[2667]
545;[32.941 28.708  3.7  ];[32.896 28.1    3.7  ];0.6096630216767264;[1205]
546;[22.576 78.427  0.   ];[22.554 78.145  0.   ];0.28285685425671786;[1309]
547;[15.098 98.484  0.   ];[15.132 98.905  0.   ];0.42237069027100516;[1145]
548;[ 41.564 123.26    7.4  ];[ 41.731 123.66    7.4  ];0.4334616476690801;[2864]
549;[49.32  96.473  0.   ];[47.827 92.974  0.   ];3.8042147678594556;[2842]
550;[ 46.333 131.83    0.   ];[ 46.712 131.66    0.   ];0.41538054841314986;[1396]
551;[ 38.131 135.02    3.7  ];[ 36.493 131.25    3.7  ];4.110467613301444;[1276]
552;[ 23.377 121.87    3.7  ];[ 23.4  122.11   3.7 ];0.24109956449566128;[1237]
553;[ 52.529 115.64    0.   ];[ 53.031 115.42    0.   ];0.5480912332814628;[68]
554;[ 18.017 127.52    3.7  ];[ 17.995 126.9     3.7  ];0.6203901997936363;[945]
555;[20.95  55.501  3.7  ];[21.395 55.464  3.7  ];0.44653555289584745;[1920]
556;[ 50.278 134.34    0.   ];[ 50.545 134.22    0.   ];0.2927268351210779;[1873]
557;[20.337 52.669  0.   ];[20.281 52.077  0.   ];0.594642749892739;[923]
558;[35.871 58.905  7.4  ];[35.838 58.441  7.4  ];0.4651720111958573;[185]
559;[37.442 63.812  3.7  ];[37.665 64.255  3.7  ];0.4959616920690525;[1159]
560;[ 54.569 108.05    0.   ];[ 53.811 108.37    0.   ];0.8227782204215233;[950]
561;[ 41.117 148.43    3.7  ];[ 39.156 149.34    3.7  ];2.1618559156428505;[1235]
562;[62.37  71.968  0.   ];[60.264 73.989  0.   ];2.9188485743525616;[3001]
563;[15.188 59.187  3.7  ];[15.177 58.953  3.7  ];0.23425840433162162;[2706]
564;[ 31.278 128.64    0.   ];[ 33.027 127.81    0.   ];1.9359496377746974;[81]
565;[ 62.993 131.84    0.   ];[ 68.553 128.15    0.   ];6.673057769868318;[2335]
566;[ 33.15 125.55   3.7 ];[ 33.585 125.37    3.7  ];0.47077064479425573;[2089]
567;[ 39.924 151.06    3.7  ];[ 40.961 153.35    3.7  ];2.5138554055474156;[2937]
568;[60.665 73.168 11.1  ];[64.343 71.573 11.1  ];4.008953604121663;[80]
569;[40.027 93.48  11.1  ];[40.071 94.03  11.1  ];0.5517571929753128;[1729]
570;[17.462 43.452  3.7  ];[17.339 41.889  3.7  ];1.567832261436148;[2490]
571;[ 47.459 124.2     0.   ];[ 48.551 123.73    0.   ];1.188849864364713;[2666]
572;[ 51.336 137.34   11.1  ];[ 51.169 136.96   11.1  ];0.4150771012715554;[63]
573;[19.757 38.134  0.   ];[19.713 37.851  0.   ];0.286400069832395;[2541]
